,Document,Topic,handle,color,date,tweet,topic_name,member,party
3407,Democrats expand majority next session fight extend cap insulin cost EVERY American seniors Republicans control Congress continue block efforts lower drug price choice could clear Vote,0,PramilaJayapal,blue,2022-10-24,"If Democrats expand our majority next session, we’ll fight to extend the cap on insulin costs to EVERY American, not just seniors.

But if Republicans control Congress, they’ll continue to block efforts to lower drug prices.

The choice could not be any more clear: Vote.",Abortion,Pramila Jayapal,Democrat
3408,First nationwide abortion ban let Republicans take control Congress force extremist policies us include kid Let use power vote stop,0,PramilaJayapal,blue,2022-10-22,"First, a nationwide abortion ban. And now this.

If we let Republicans take control of Congress, they’ll force their extremist policies on all of us, including our kids.

Let’s use the power of our votes to stop them. 
https://t.co/8M6OE54FAE",Abortion,Pramila Jayapal,Democrat
3409,Thanks POTUS 8 million Americans student debt AUTOMATICALLY cancel huge burden lift without ask thing go change live,1,PramilaJayapal,blue,2022-10-21,"Thanks to @POTUS, 8 million Americans will have their student debt AUTOMATICALLY canceled. That’s a huge burden being lifted without asking them to do a thing. 

This is going to change lives.
https://t.co/eoE5aSrpwE",Student Debt,Pramila Jayapal,Democrat
3410,Washington ballot year elections send TODAY 📮 arrive fill either mail back take drop box location near Find drop box location here👇🏾,3,PramilaJayapal,blue,2022-10-21,"Washington, ballots for this year’s elections are being sent out TODAY! 📮

Once it arrives, fill it out and either mail it back in or take it to a drop box location near you.

Find a drop box location here👇🏾
https://t.co/0b2LrOAUUT",Voting,Pramila Jayapal,Democrat
3411,elect two Democrats U.S. Senate codify abortion access nationwide let Republicans take control ban abortion nationwide stake higher choice clearer Vote,0,PramilaJayapal,blue,2022-10-19,"If we elect two more Democrats to the U.S. Senate, we’ll codify abortion access nationwide.

If we let Republicans take control, they’ll ban abortion nationwide.

The stakes couldn’t be higher and the choice couldn’t be clearer. Vote.",Abortion,Pramila Jayapal,Democrat
3412,one ration life-saving medication especially richest country world Democrats try solve crisis cap insulin cost 35/month Republicans reject need vote,0,PramilaJayapal,blue,2022-10-19,"No one should have to ration life-saving medication — especially not in the richest country in the world.

Democrats tried to solve this crisis by capping insulin costs at $35/month — but Republicans rejected it. We need to vote them out.
https://t.co/ep5dIDM7q5",Abortion,Pramila Jayapal,Democrat
3416,FORTY PERCENT borrowers federal student loan debt balance completely wipe POTUS cancellation plan many people finally free buy first home start new business much,1,PramilaJayapal,blue,2022-10-13,"More than FORTY PERCENT of borrowers with federal student loan debt will have their balance completely wiped out by @POTUS’ cancellation plan. 

So many people will finally be free to buy their first homes, start a new business, and so much more.",Student Debt,Pramila Jayapal,Democrat
3417,one jail marijuana possession period glad POTUS take important step reverse racist War Drugs let legalize marijuana nationwide,5,PramilaJayapal,blue,2022-10-12,"No one should be in jail for marijuana possession — period.

I’m glad @POTUS took an important step in reversing the racist War on Drugs. Now, let’s legalize marijuana nationwide.
https://t.co/N5f4ORSTRw",Cannabis,Pramila Jayapal,Democrat
3418,80 abortion clinics state strict abortion restrictions end abortion care completely Millions people lose access care millions could follow Senate must codify abortion access,0,PramilaJayapal,blue,2022-10-12,"More than 80% of abortion clinics in states with strict abortion restrictions have ended abortion care completely. 

Millions of people have lost access to care – and millions more could follow. The Senate must codify abortion access now.",Abortion,Pramila Jayapal,Democrat
3420,average Black borrower student loan balance cut nearly HALF thank POTUS relief plan Canceling student debt racial justice Full stop,1,PramilaJayapal,blue,2022-10-09,"The average Black borrower’s student loan balance will be cut nearly in HALF thanks to @POTUS’ relief plan.

Canceling student debt is racial justice. Full stop.",Student Debt,Pramila Jayapal,Democrat
3421,Marijuana classify level heroin HIGHER fentanyl POTUS right make sense Pardoning prior federal offenses marijuana possession important first step Senate pass Act legalize nationwide,5,PramilaJayapal,blue,2022-10-09,"Marijuana is classified at the same level as heroin and HIGHER than fentanyl.

@POTUS is right: It makes no sense. 

Pardoning prior federal offenses of marijuana possession is an important first step. Now, the Senate should pass the MORE Act and legalize it nationwide.",Cannabis,Pramila Jayapal,Democrat
3422,Election Day one month away perfect time make sure register vote much stake election important miss Everything need 👇🏾,3,PramilaJayapal,blue,2022-10-08,"Election Day is just one month away! Now is a perfect time to make sure you’re registered to vote.

With so much at stake, this election is TOO important to miss.

Everything you need here 👇🏾 https://t.co/6hhug1xtPp",Voting,Pramila Jayapal,Democrat
3427,60 Americans support legalize marijuana nationwide time make happen,5,PramilaJayapal,blue,2022-10-07,60% of Americans support legalizing marijuana nationwide. It’s time we make it happen.,Cannabis,Pramila Jayapal,Democrat
3428,Thank POTUS Black people arrest marijuana possession nearly 4x often white people important step toward right wrong fail racist War Drugs,5,PramilaJayapal,blue,2022-10-06,"Thank you, @POTUS! Black people are arrested for marijuana possession nearly 4x as often as white people. This is an important step toward righting the wrongs of the failed, racist War on Drugs.",Cannabis,Pramila Jayapal,Democrat
3430,Republicans would rather keep borrowers limbo baseless legal challenge allow POTUS deliver necessary student debt relief 43 million people GOP care work people drop meritless lawsuits,1,PramilaJayapal,blue,2022-10-05,"Republicans would rather keep borrowers in limbo with baseless legal challenges than allow @POTUS to deliver necessary student debt relief for 43 million people.

If the GOP cares about working people, they’ll drop these meritless lawsuits.
https://t.co/TthvOl1hgy",Student Debt,Pramila Jayapal,Democrat
3432,right abortion care belong every American regardless live Senate guarantee must,0,PramilaJayapal,blue,2022-10-04,"The right to abortion care should belong to every American, regardless of where they live.

It’s up to the Senate to guarantee that — and they must.",Abortion,Pramila Jayapal,Democrat
3434,People across country include CHILDREN deny medications nothing abortion care Republicans extreme ban Enough enough codify abortion access end ban,0,PramilaJayapal,blue,2022-10-04,"People across the country, including CHILDREN, are being denied medications that have nothing to do with abortion care because of the Republicans’ extreme bans.

Enough is enough. We have to codify abortion access and end these bans once and for all.",Abortion,Pramila Jayapal,Democrat
3435,Let clear Abortion ban start GOP plan take control Congress Vote November like right depend,0,PramilaJayapal,blue,2022-10-03,"Let’s be clear: Abortion bans are just the start of the GOP’s plans if they take control of Congress.

Vote this November like your rights depend on it — because they do.",Abortion,Pramila Jayapal,Democrat
3436,vast majority benefit POTUS student debt relief plan go middle-class Americans Republicans give wealthiest Americans corporations 1.9 TRILLION tax cut REAL handout,1,PramilaJayapal,blue,2022-10-02,"The vast majority of the benefits of @POTUS’ student debt relief plan are going to middle-class Americans. 

Republicans gave the wealthiest Americans and corporations a $1.9 TRILLION tax cut – that’s the REAL handout.",Student Debt,Pramila Jayapal,Democrat
3437,Abortion right human right Full stop,0,PramilaJayapal,blue,2022-10-01,Abortion rights are human rights. Full stop.,Abortion,Pramila Jayapal,Democrat
3438,application student debt relief open next month 👏🏾 Learn sign alert thread ⤵️,1,PramilaJayapal,blue,2022-09-30,"The application for student debt relief opens next month! 👏🏾

Learn more and sign up for alerts in the thread below ⤵️",Student Debt,Pramila Jayapal,Democrat
3439,Thanks Inflation Reduction Act wealthiest corporations America longer allow get away pay next-to-nothing tax level play field,0,PramilaJayapal,blue,2022-09-29,"Thanks to the Inflation Reduction Act, the wealthiest corporations in America will no longer be allowed to get away with paying next-to-nothing in taxes.

That’s how you level the playing field.",Abortion,Pramila Jayapal,Democrat
3440,Republicans officially go COURT try stop POTUS plan cancel student debt 43M Americans far GOP go block necessary relief work people,1,PramilaJayapal,blue,2022-09-29,"Republicans are officially going to COURT to try and stop @POTUS’ plan to cancel student debt for 43M Americans.

THIS is how far the GOP will go to block necessary relief for working people.",Student Debt,Pramila Jayapal,Democrat
